,bad_trigram,V2,,sentiment,genre,actors
1052,what makes the,12,,,,
1053,you this is,12,,,,
1054,like ride along,12,,,,
1055,vie for the,12,,,,
1056,especially if you,12,,,,
1057,shame on you,12,valid,negative,,
1058,going to the,12,,,,
1059,it and the,12,,,,
1060,in a horror,12,,,,
1061,find this movie,12,,,,
1062,but this was,12,,,,
1063,cast is good,12,valid,positive,,
1064,trying to make,12,,,,
1065,very similar to,12,,,,
1066,not sure if,12,,,,
1067,was just a,12,,,,
1068,to make an,12,,,,
1069,on the other,12,,,,
1070,build up to,12,,,,
1071,director sean anders,12,,,,
1072,that he has,12,,,,
1073,nothing about this,12,valid,negative,,
1074,with it and,12,,,,
1075,the film  ,12,,,,
1076,together and the,12,,,,
1077,it to be,12,,,,
1078,the funniest part,12,,,,
1079,a happy ending,12,valid,between,,
1080,the entire movie,12,,,,
1081,goes into the,12,,,,
1082,it with a,12,,,,
1083,i mean i,12,,,,
1084,at a bar,12,,,,
1085,care for a,12,,,,
1086,see it in,12,,,,
1087,i didnt think,12,,,,
1088,earlier in the,12,,,,
1089,that he a,12,,,,
1090,for kids and,12,,,,
1091,is still the,12,,,,
1092,into the forest,12,,,,
1093,that makes you,12,,,,
1094,thats about it,12,,,,
1095,of the plot,12,,,,
1096,skip it  ,12,valid,negative,,
1097,not a horror,12,,,,
1098,movie and i,12,,,,
1099,a great twist,12,,,,
1100,is actually a,12,,,,
1101,cooper is a,12,,,,
1102,few of the,12,,,,
1103,this movie so,12,,,,
1104,should have been,12,,,,
1105,beverly hills cop,12,,,,
1106,the most in,12,,,,
1107,one point i,12,,,,
1108,turns out to,12,,,,
1109,was going on,12,,,,
1110,for all of,12,,,,
1111,the role an,12,,,,
1112,ill say i,12,,,,
1113,and made me,12,,,,
1114,to create a,12,,,,
1115,the movie its,12,,,,
1116,attention to detail,12,valid,positive,,
1117,it comes out,12,,,,
1118,of it all,12,,,,
1119,a lot and,12,,,,
1120,supposed to be,12,,,,
1121,the movie to,12,,,,
1122,will ferrell but,12,,,,
1123,good as a,12,,,,
1124,it if you,12,,,,
1125,to help him,12,,,,
1126,but it just,12,,,,
1127,was going to,12,,,,
1128,for it to,12,,,,
1129,the horror genre,12,,,,
1130,we get a,12,,,,
1131,the forest its,12,,,,
1132,not terrible but,12,valid,between,,
1133,it doesnt make,12,valid,negative,,
1134,grandpa is not,12,,,,
1135,ever seen it,12,,,,
1136,in the form,12,,,,
1137,movie is so,12,,,,
1138,doesnt mean i,12,,,,
1139,the arctic and,12,,,,
1140,lies on a,12,,,,
1141,thing about the,12,,,,
1142,heeft de film,12,,,,
1143,the comic relief,12,,,,
1144,not funny it,12,valid,negative,,
1145,to make his,12,,,,
1146,a kind of,12,,,,
1147,will be a,12,,,,
1148,to watch it,12,,,,
1149,into the movie,12,,,,
1150,over the place,12,,,,
1151,want to go,12,,,,
1152,the same thing,12,,,,
1153,the film was,12,,,,
1154,on is the,12,,,,
1155,he is so,12,,,,
1156,story and the,12,,,,
1157,see it and,12,,,,
1158,in all i,12,,,,
1159,and a few,12,,,,
1160,the film the,12,,,,
1161,up to a,12,,,,
1162,pretty much a,12,,,,
1163,all this is,12,,,,
1164,to commit suicide,12,,,,
1165,has been a,12,,,,
1166,the forest with,12,,,,
1167,no reason to,12,,,,
1168,for the first,12,,,,
1169,by natalie dormer,12,,,,
1170,your time  ,12,,,,
1171,released in january,12,,,,
1172,but for a,12,,,,
1173,thats what i,12,,,,
1174,in the room,12,,,,
1175,in this case,12,,,,
1176,movie that is,12,,,,
1177,the base of,12,,,,
1178,i love will,12,,,,
1179,its not funny,12,valid,negative,,
1180,of it is,12,,,,
1181,horror movies i,12,,,,
1182,lot and i,12,,,,
1183,it and a,12,,,,
1184,list absolutely flawless,12,valid,positive,,
1185,the entire film,12,,,,
1186,movies that i,12,,,,
1187,film if you,12,,,,
1188,film is the,12,,,,
1189,that the film,12,,,,
1190,out of place,12,,,,
1191,involved in the,12,,,,
1192,seen this movie,12,,,,
1193,but its just,12,,,,
1194,over and over,12,,,,
1195,that made the,12,,,,
1196,will ferrell en,12,,,,
1197,this one and,12,,,,
1198,hay and matt,12,,,,
1199,so much so,12,,,,
1200,by critics i,12,,,,
1201,to be around,12,,,,
1202,problem is the,12,valid,negative,,
1203,pretty good and,12,valid,positive,,
1204,that this is,12,,,,
1205,at least a,12,,,,
1206,performance as a,12,,,,
1207,the lead role,12,,,,
1208,youll get that,12,,,,
1209,its not that,12,,,,
1210,was not a,12,,,,
1211,that some of,12,,,,
1212,the kids in,12,,,,
1213,at all and,12,,,,
1214,to a film,12,,,,
1215,i did enjoy,12,valid,positive,,
1216,much as i,12,,,,
1217,the only way,12,,,,
1218,it is in,12,,,,
1219,and then the,12,,,,
1220,and de niro,12,,,,
1221,to talk about,12,,,,
1222,go to a,12,,,,
1223,called suicide forest,12,,,,
1224,in the state,12,,,,
1225,the day a,12,,,,
1226,much potential that,12,,,,
1227,to the script,12,,,,
1228,i guess i,12,,,,
1229,the cinematography was,12,,,,
1230,character development a,12,,,,
1231,ride along  doe,12,,,,
1232,is more of,12,,,,
1233,to be as,12,,,,
1234,these days i,12,,,,
1235,that no one,12,,,,
1236,much of it,12,,,,
1237,olivia munn look,12,,,,
1238,to sit through,12,,,,
1239,on with the,12,,,,
1240,in a big,12,,,,
1241,really is a,12,,,,
1242,of his own,12,,,,
1243,and that he,12,,,,
1244,not much more,12,,,,
1245,bad but i,12,,,,
1246,to the core,12,,,,
1247,a really good,12,valid,positive,,
1248,as a whole,12,,,,
1249,some of his,12,,,,
1250,cooper is great,12,,,,
1251,the writing is,12,,,,
1252,a decent movie,12,valid,between,,
1253,this time around,12,,,,
1254,stars and a,12,,,,
1255,and he is,12,,,,
1256,im in the,12,,,,
1257,just about any,12,,,,
1258,because i was,12,,,,
1259,its not as,12,,,,
1260,for the horror,12,,,,
1261,aj ken jeong,12,,,,
1262,church is a,12,,,,
1263,fact that i,12,,,,
1264,the movie doesnt,12,valid,negative,,
1265,film and i,12,,,,
1266,as a horror,12,,,,
1267,there was no,12,valid,negative,,
1268,my money back,12,,,,
1269,movie tries to,12,,,,
1270,much of this,12,,,,
1271,of kevin hart,12,,,,
1272,from the beginning,12,,,,
1273,as part of,12,,,,
1274,and over again,12,,,,
1275,not as bad,12,valid,between,,
1276,at greta i,12,,,,
1277,a solid performance,12,,,,
1278,was the s,12,,,,
1279,of horror movies,12,,,,
1280,from the original,12,,,,
1281,get to know,12,,,,
1282,think this is,12,,,,
1283,biggest problem is,12,valid,negative,,
1284,about her and,12,,,,
1285,of a horror,12,,,,
1286,it just did,12,,,,
1287,worst animated film,12,valid,negative,,
1288,exactly what i,12,,,,
1289,movie  i wa,12,,,,
1290,just dont expect,12,valid,negative,,
1291,is better than,12,valid,between,,
1292,while the plot,12,,,,
1293,good movie i,12,,,,
1294,film does have,12,,,,
1295,film in the,12,,,,
1296,with my  yea,12,,,,
1297,is if you,12,,,,
1298,on dvd  ,12,,,,
1299,but not enough,12,valid,negative,,
1300,it into a,12,,,,
1301,dylan and megan,12,,,,
1302,go into the,12,,,,
1303,if youre in,12,,,,
1304,some good scares,12,,,,
1305,you wont be,12,,,,
1306,that the forest,12,,,,
1307,ferrell and wahlbergs,12,,,,
1308,is the perfect,12,,,,
1309,a really fun,12,,,,
1310,if it was,12,,,,
1311,the way it,12,,,,
1312,the story was,12,,,,
1313,that but it,12,,,,
1314,not only do,12,,,,
1315,what it was,12,,,,
1316,to do a,12,,,,
1317,michelin stars a,12,,,,
1318,it would have,12,,,,
1319,about some of,12,,,,
1320,people in the,12,,,,
1321,a whole lot,12,,,,
1322,most of it,12,,,,
1323,than a few,12,,,,
1324,is quite a,12,,,,
1325,time it is,12,,,,
1326,out of her,12,,,,
1327,the film to,12,,,,
1328,to become a,12,,,,
1329,him on the,12,,,,
1330,sienna miller was,12,,,,
1331,promising premise but,12,valid,between,,
1332,but i wish,12,,,,
1333,a handful of,12,,,,
1334,of its predecessor,12,,,,
1335,what is a,12,,,,
1336,not the movie,12,,,,
1337,film like this,12,,,,
1338,see a film,12,,,,
1339,even if i,12,,,,
1340,but its still,12,,,,
1341,director jason zada,12,,,,
1342,the point where,12,,,,
1343,this movie doesnt,12,valid,negative,,
1344,to kill themselves,12,,,,
1345,it should be,12,,,,
1346,to see that,12,,,,
1347,but there are,12,,,,
1348,the setting is,12,,,,
1349,movie if you,12,,,,
1350,the movie we,12,,,,
1351,and bradley cooper,12,,,,
1352,the movie just,12,,,,
1353,moments but the,12,,,,
1354,a good plot,12,valid,positive,,
1355,of my favorite,12,,,,
1356,to like this,12,,,,
1357,kind of horror,12,,,,
1358,in any way,12,,,,
1359,and linda cardellini,12,,,,
1360,and the most,12,,,,
1361,we have seen,12,,,,
1362,that there is,12,,,,
1363,movie this is,12,,,,
1364,to the screen,12,,,,
1365,or a little,12,,,,
1366,is much better,12,valid,between,,
1367,of the humor,12,,,,
1368,one and i,12,,,,
1369,a bradley cooper,12,,,,
1370,plot points that,12,,,,
1371,aokigahara forest a,12,,,,
1372,or if you,12,,,,
1373,its just not,12,valid,negative,,
1374,its like watching,12,,,,
1375,to think that,12,,,,
1376,movie and a,12,,,,
1377,of the story,12,,,,
1378,movie with no,12,,,,
1379,horror movies that,12,,,,
1380,that i am,12,,,,
1381,a few times,12,,,,
1382,what it is,11,,,,
1383,mildly entertaining but,11,valid,between,,
1384,if he can,11,,,,
1385,if you enjoyed,11,,,,
1386,dont waste your,11,valid,negative,,
1387,with daddys home,11,,,,
1388,a little bit,11,,,,
1389,love this movie,11,valid,positive,,
1390,movie had some,11,,,,
1391,adam jones cooper,11,,,,
1392,is full of,11,,,,
1393,hard to get,11,,,,
1394,funny movie but,11,,,,
1395,the same as,11,,,,
1396,laughed out loud,11,valid,positive,,
1397,more like a,11,,,,
1398,to love it,11,,,,
1399,original ride along,11,,,,
1400,have seen this,11,,,,
1401,do not know,11,,,,
1402,its not going,11,,,,
1403,not as good,11,,,,
1404,the idea of,11,,,,
1405,ability to talk,11,,,,
1406,can be fun,11,,,,
1407,is a pretty,11,,,,
1408,typical will ferrell,11,,,,
1409,the michelin guide,11,,,,
1410,it couldve been,11,,,,
1411,i cant even,11,,,,
1412,to talk to,11,,,,
1413,jon favreaus chef,11,,,,
1414,really funny movie,11,valid,positive,,
1415,it for me,11,,,,
1416,the sequel to,11,,,,
1417,like the movie,11,,,,
1418,very very funny,11,valid,positive,,
1419,i dont like,11,valid,negative,,
1420,result is a,11,,,,
1421,a promising premise,11,valid,positive,,
1422,it can be,11,,,,
1423,i got to,11,,,,
1424,watch the movie,11,,,,
1425,it should have,11,,,,
1426,only reason i,11,,,,
1427,you have a,11,,,,
1428,forest is no,11,,,,
1429,waste your time,11,valid,negative,,
1430,on the verge,11,,,,
1431,at times but,11,,,,
1432,though the plot,11,,,,
1433,natalie dormer does,11,,,,
1434,i liked the,11,,,,
1435,couldve been a,11,,,,
1436,where people go,11,,,,
1437,was a lot,11,,,,
1438,left the theater,11,valid,negative,,
1439,to root for,11,,,,
1440,not know why,11,,,,
1441,like will ferrell,11,,,,
1442,i gave it,11,,,,
1443,from beginning to,11,,,,
1444,haden church is,11,,,,
1445,this is just,11,,,,
1446,is really no,11,,,,
1447,very long time,11,,,,
1448,with this movie,11,,,,
1449,movie you can,11,,,,
1450,sequel to a,11,,,,
1451,hadnt seen it,11,,,,
1452,love natalie dormer,11,,,,
1453,at the base,11,,,,
1454,to explore the,11,,,,
1455,the result is,11,,,,
1456,quite a bit,11,,,,
1457,think this movie,11,,,,
1458,there was a,11,,,,
1459,i loved the,11,valid,positive,,
1460,me as the,11,,,,
1461,the addition of,11,,,,
1462,was great i,11,,,,
1463,the  year ol,11,,,,
1464,burnt may be,11,,,,
1465,times in a,11,,,,
1466,to give the,11,,,,
1467,go for it,11,,,,
1468,this one the,11,,,,
1469,out the door,11,,,,
1470,these kinds of,11,,,,
1471,ever seen a,11,,,,
1472,a series of,11,,,,
1473,a lot better,11,,,,
1474,who has a,11,,,,
1475,soul of the,11,,,,
1476,it looks like,11,,,,
1477,but i dont,11,,,,
1478,that i could,11,,,,
1479,the first half,11,,,,
1480,and i really,11,,,,
1481,talk to humans,11,,,,
1482,tend to be,11,,,,
1483,i want my,11,,,,
1484,the type of,11,,,,
1485,i really dont,11,,,,
1486,that movie was,11,,,,
1487,there were no,11,,,,
1488,and the rest,11,,,,
1489,i enjoyed this,11,valid,positive,,
1490,it  ride alon,11,,,,
1491,natalie dormer in,11,,,,
1492,thought it would,11,,,,
1493,good for a,11,valid,between,,
1494,beginning to end,11,,,,
1495,sure why this,11,valid,between,,
1496,the verge of,11,,,,
1497,to find a,11,,,,
1498,i just got,11,,,,
1499,of the theater,11,,,,
1500,and i thought,11,,,,
1501,father dusty mayron,11,,,,
1502,the movie really,11,,,,
1503,many jump scares,11,,,,
1504,up to s,11,,,,
1505,is the worst,11,,,,
1506,worst movie of,11,valid,negative,,
1507,of its premise,11,,,,
1508,john wells and,11,,,,
1509,cooper sienna miller,11,,,,
1510,a half of,11,,,,
1511,i had to,11,,,,
1512,some funny parts,11,valid,between,,
1513,are some moments,11,,,,
1514,is to get,11,,,,
1515,doesnt help that,11,valid,negative,,
1516,but there is,11,,,,
1517,the worst horror,11,valid,negative,,
1518,the plot of,11,,,,
1519,this movie had,11,,,,
1520,some moments of,11,valid,between,,
1521,of food porn,11,,,,
1522,the film that,11,,,,
1523,and even more,11,,,,
1524,with a great,11,valid,positive,,
1525,the movie you,11,,,,
1526,a must see,11,,,,
1527,satirical possibilities of,11,,,,
1528,were plenty of,11,,,,
1529,bits and pieces,11,,,,
1530,wahlberg and will,11,,,,
1531,forest is an,11,,,,
1532,there is really,11,,,,
1533,film ive ever,11,,,,
1534,and i think,11,,,,
1535,of the scenes,11,,,,
1536,hour and a,11,,,,
1537,a lot more,11,,,,
1538,played by dormer,11,,,,
1539,you cant help,11,,,,
1540,ken jeong and,11,,,,
1541,is funny but,11,valid,between,,
1542,this was not,11,,,,
1543,sara natalie dormer,11,,,,
1544,olivia munn is,11,,,,
1545,just not a,11,,,,
1546,get to see,11,,,,
1547,to this movie,11,,,,
1548,is what you,11,,,,
1549,them to this,11,,,,
1550,of time and,11,,,,
1551,not that bad,11,valid,between,,
1552,twin sister jess,11,,,,
1553,out of  rainbow,10,,,,
1554,bradley cooper sienna,10,,,,
1555,worst films of,10,valid,negative,,
1556,forest at the,10,,,,
1557,by the time,10,,,,
1558,the story itself,10,,,,
1559,of mt fuji,10,,,,
1560,the food looks,10,,,,
1561,thought this was,10,,,,
1562,between kevin hart,10,,,,
1563,found this movie,10,,,,
1564,be a little,10,,,,
1565,sequel to the,10,,,,
1566,on and on,10,,,,
1567,a very long,10,,,,
1568,i really wanted,10,,,,
1569,to be one,10,,,,
1570,is that its,10,,,,
1571,there were plenty,10,,,,
1572,directed by william,10,,,,
1573,if youre looking,10,valid,between,,
1574,looks like it,10,,,,
1575,i saw the,10,,,,
1576,de film een,10,,,,
1577,of those movies,10,,,,
1578,review by jesse,10,,,,
1579,hart and cube,10,,,,
1580,any of these,10,,,,
1581,i saw it,10,,,,
1582,ignore the critics,10,,,,
1583,top  list absolutel,10,,,,
1584,movie was hilarious,10,valid,positive,,
1585,really wanted to,10,,,,
1586,not going to,10,,,,
1587,to be honest,10,,,,
1588,in a long,10,,,,
1589,of the cast,10,,,,
1590,ride along  ma,10,,,,
1591,liked this film,10,valid,positive,,
1592,one was a,10,,,,
1593,i could have,10,,,,
1594,have seen in,10,,,,
1595,the performances by,10,,,,
1596,for parents  se,10,,,,
1597,is the kind,10,,,,
1598,not to mention,10,,,,
1599,whole cast is,10,,,,
1600,of laughs and,10,,,,
1601,than the first,10,,,,
1602,was a very,10,,,,
1603,loved this movie,10,valid,positive,,
1604,dirty grandpa does,10,,,,
1605,youre looking for,10,,,,
1606,biological father dusty,10,,,,
1607,i loved this,10,valid,positive,,
1608,just saw it,10,,,,
1609,that its a,10,,,,
1610,theres a lot,10,,,,
1611,all the more,10,,,,
1612,cooper and sienna,10,,,,
1613,director john wells,10,,,,
1614,the buddy cop,9,,,,
1615,views on film,9,,,,
1616,to keep it,9,,,,
1617,his way out,9,,,,
1618,profanity etc  als,9,,,,
1619,hart seems to,9,,,,
1620,complete waste of,9,valid,negative,,
1621,movies i have,9,,,,
1622,is directed by,9,,,,
1623,it all the,9,,,,
1624,the original ride,9,,,,
1625,was a really,9,,,,
1626,enjoyed the first,9,valid,positive,,
1627,wish i hadnt,9,,,,
1628,the satirical possibilities,9,,,,
1629,and is there,8,,,,
1630,you see in,8,,,,
1631,or anyone who,8,,,,
1632,which is all,8,,,,
1633,screen like a,8,,,,
1634,is a lot,8,,,,
1635,the movie my,8,,,,
1636,by sean anders,8,,,,
1637,movie and it,8,,,,
1638,wwe super star,8,,,,
1639,great job in,8,,,,
1640,wanted to be,8,,,,
1641,every time i,8,,,,
1642,up in a,8,,,,
1643,forward to see,8,,,,
1644,from de niro,8,,,,
1645,really funny parts,8,valid,between,,
1646,part of it,8,,,,
1647,at the moment,8,,,,
1648,just funny enough,8,valid,between,,
1649,his american sniper,8,,,,
1650,the reason why,8,,,,
1651,is the one,8,,,,
1652,in the way,8,,,,
1653,up on his,8,,,,
1654,bradley coopers character,8,,,,
1655,as it was,8,,,,
1656,police detective ice,8,,,,
1657,real reason to,8,,,,
1658,a complete waste,8,valid,negative,,
1659,and this movie,8,,,,
1660,dont have to,8,valid,negative,,
1661,greta is now,8,,,,
1662,just that i,8,,,,
1663,an entire movie,8,,,,
1664,better than youd,8,valid,between,,
1665,the ending before,8,,,,
1666,it had more,8,,,,
1667,see it anyway,8,,,,
1668,after the original,8,,,,
1669,a horror story,8,,,,
1670,that it makes,8,,,,
1671,to see if,8,,,,
1672,from the star,8,,,,
1673,a kevin hart,8,,,,
1674,to do and,8,,,,
1675,is the great,8,,,,
1676,takes an interesting,8,valid,between,,
1677,i admired the,8,valid,positive,,
1678,unfortunately burnt is,8,,,,
1679,you its not,8,,,,
1680,she does not,8,,,,
1681,this film if,8,,,,
1682,and wahlberg have,8,,,,
1683,make a perfect,8,valid,positive,,
1684,it never really,8,,,,
1685,can pretty much,8,,,,
1686,and then go,8,,,,
1687,zac efron and,8,,,,
1688,funny moments but,8,,,,
1689,none of them,8,,,,
1690,kevin hart you,8,,,,
1691,be rated r,8,,,,
1692,without having to,8,,,,
1693,chef and his,8,,,,
1694,in his own,8,,,,
1695,done many times,8,,,,
1696,fine the screenplay,8,,,,
1697,the edge of,8,,,,
1698,wrong way it,8,,,,
1699,whole theater was,8,,,,
1700,one at that,8,,,,
1701,not one for,8,,,,
1702,robert de niros,8,,,,
1703,any of those,8,,,,
1704,remake of a,8,,,,
1705,scenes and you,8,,,,
1706,good but its,8,,,,
1707,that it could,8,,,,
1708,base of mt,8,,,,
1709,the plot and,8,,,,
1710,these two actors,8,,,,
1711,look like they,8,,,,
1712,or have a,8,,,,
1713,of the silver,8,,,,
1714,of this fun,8,,,,
1715,than youd expect,8,,,,
1716,dealer in atlanta,8,,,,
1717,as not to,8,,,,
1718,main characters in,8,,,,
1719,end it doesnt,8,,,,
1720,out loud funny,8,,,,
1721,dusty mayron wahlberg,8,,,,
1722,than i had,8,,,,
1723,brent bell who,8,,,,
1724,it did in,8,,,,
1725,things in the,8,,,,
1726,the trailer it,8,,,,
1727,the kitchen and,8,,,,
1728,a comedy but,8,,,,
1729,comedy and in,8,,,,
1730,to bring in,8,,,,
1731,great movie i,8,,,,
1732,and knowing that,8,,,,
1733,by john wells,8,,,,
1734,there wasnt a,8,valid,negative,,
1735,the movie relies,8,,,,
1736,their roles and,8,,,,
1737,in that a,8,,,,
1738,go this isnt,8,,,,
1739,is dirty grandpa,8,,,,
1740,affection of two,8,,,,
1741,go to the,8,,,,
1742,that i do,8,,,,
1743,is pretty solid,8,valid,positive,,
1744,jokes  i though,8,,,,
1745,is a fun,8,valid,positive,,
1746,with a list,8,,,,
1747,that was never,8,,,,
1748,not much to,8,,,,
1749,first film you,8,,,,
1750,for the sequel,8,,,,
1751,all of a,8,,,,
1752,well off each,8,,,,
1753,for everyone involved,8,,,,
1754,in london and,8,,,,
1755,what really happened,8,,,,
1756,or not i,8,,,,
1757,off to the,8,,,,
1758,with a troubled,8,valid,negative,,
1759,released in the,8,,,,
1760,movie the other,8,,,,
1761,of its own,8,,,,
1762,and a li,8,,,,
1763,ever made but,8,,,,
1764,a good time,8,,,,
1765,is a doll,8,,,,
1766,it is funny,8,,,,
1767,in this for,8,,,,
1768,me in a,8,,,,
1769,is essentially a,8,,,,
1770,there was one,8,,,,
1771,lead character is,8,,,,
1772,on many levels,8,,,,
1773,the acting was,8,,,,
1774,being a chef,8,,,,
1775,very good as,8,valid,positive,,
1776,made in the,8,,,,
1777,deal with the,8,,,,
1778,film about food,8,,,,
1779,the lines of,8,,,,
1780,she is just,8,,,,
1781,the things that,8,,,,
1782,and it comes,8,,,,
1783,takes a little,8,,,,
1784,bad reviews the,8,,,,
1785,i enjoyed my,8,valid,positive,,
1786,dirty grandpa tries,8,,,,
1787,comedy its a,8,,,,
1788,it was no,8,,,,
1789,aokigahara but also,8,,,,
1790,and at time,8,,,,
1791,as we are,8,,,,
1792,in japan where,8,,,,
1793,in a good,8,,,,
1794,even that is,8,,,,
1795,see robert de,8,,,,
1796,so much as,8,,,,
1797,heather graham a,8,,,,
1798,ben and james,8,,,,
1799,satisfying as it,8,valid,positive,,
1800,is pretty good,8,valid,positive,,
1801,movies like chef,8,,,,
1802,story and character,8,,,,
1803,waste of talent,8,valid,negative,,
1804,that her sister,8,,,,
1805,worth a rent,8,valid,between,,
1806,at first greta,8,,,,
1807,best in the,8,valid,positive,,
1808,is set in,8,,,,
1809,leave much to,8,,,,
1810,never seen him,8,,,,
1811,kids and adults,8,,,,
1812,it for them,8,,,,
1813,old army buddy,8,,,,
1814,trying to get,8,,,,
1815,in this mess,8,valid,negative,,
1816,that there are,8,,,,
1817,potential that i,8,,,,
1818,place but the,8,,,,
1819,and the twist,8,,,,
1820,too harsh on,8,,,,
1821,cooper and miller,8,,,,
1822,but most of,8,,,,
1823,like i was,8,,,,
1824,years american sniper,8,,,,
1825,in the scares,8,,,,
1826,for those who,8,,,,
1827,the attention to,8,,,,
1828,is a real,8,,,,
1829,socalled suicide forest,8,,,,
1830,the filmmakers keep,8,,,,
1831,but overall a,8,,,,
1832,isnt the worst,8,valid,between,,
1833,all in the,8,,,,
1834,ends with a,8,,,,
1835,polar bear and,8,,,,
1836,see this film,8,,,,
1837,but not nearly,8,,,,
1838,film has the,8,,,,
1839,i love this,8,,,,
1840,in even though,8,,,,
1841,you guessed it,8,,,,
1842,so they wont,8,,,,
1843,and ended up,8,,,,
1844,good and i,8,,,,
1845,i can recommend,8,,,,
1846,two dads fighting,8,,,,
1847,is the same,8,,,,
1848,i must admit,8,,,,
1849,movie had a,8,,,,
1850,the plot in,8,,,,
1851,big night and,8,,,,
1852,for it on,8,,,,
1853,as bradley cooper,8,,,,
1854,and the performances,8,,,,
1855,become a real,8,,,,
1856,the culinary world,8,,,,
1857,for fans of,8,,,,
1858,got to make,8,,,,
1859,throughout the movie,8,,,,
1860,ken jeong i,8,,,,
1861,definitely not a,8,valid,between,,
1862,on all the,8,,,,
1863,movie begins with,8,,,,
1864,more out of,8,,,,
1865,his character is,8,,,,
1866,better than this,8,,,,
1867,about this place,8,,,,
1868,to describe this,8,,,,
1869,for people who,8,,,,
1870,everyone involved in,8,,,,
1871,cruz olivia munn,8,,,,
1872,all i would,8,,,,
1873,linda cardellini who,8,,,,
1874,the first ride,8,,,,
1875,only a few,8,,,,
1876,i was pleasantly,8,,,,
1877,didnt want to,8,,,,
1878,the big short,8,,,,
1879,dialogue and character,8,,,,
1880,one can only,8,,,,
1881,the movie were,8,,,,
1882,last  minutes wer,8,,,,
1883,is such an,8,,,,
1884,to watch an,8,,,,
1885,just not enough,8,valid,negative,,
1886,into these woods,8,,,,
1887,but they do,8,,,,
1888,an old man,8,,,,
1889,this is in,8,,,,
1890,as one would,8,,,,
1891,but it didnt,8,,,,
1892,an interesting premise,8,valid,positive,,
1893,this one that,8,,,,
1894,ends up being,8,,,,
1895,two main actors,8,,,,
1896,there may be,8,,,,
1897,i got that,8,,,,
1898,definitely worth a,8,valid,between,,
1899,and ride along,8,,,,
1900,jump scare i,8,,,,
1901,that makes the,8,,,,
1902,once a week,8,,,,
1903,movie  its no,8,,,,
1904,take your kids,8,,,,
1905,only bright spot,8,valid,negative,,
1906,a good looking,8,valid,positive,,
1907,the movie had,8,,,,
1908,you dont really,8,valid,between,,
1909,of the new,8,,,,
1910,to pick up,8,,,,
1911,the last act,8,,,,
1912,and a decent,8,valid,between,,
1913,intriguing premise and,8,valid,between,,
1914,film would have,8,,,,
1915,didnt really work,8,valid,negative,,
1916,for so much,8,,,,
1917,the trailer and,8,,,,
1918,like this  ,8,,,,
1919,and that was,8,,,,
1920,this was just,8,valid,negative,,
1921,is very good,8,,,,
1922,me the movie,8,,,,
1923,has the right,8,,,,
1924,en manos de,8,,,,
1925,godfather part ii,8,,,,
1926,if the other,8,,,,
1927,just want to,8,,,,
1928,funny and entertaining,8,valid,positive,,
1929,a decent job,8,valid,between,,
1930,of why i,8,,,,
1931,this piece of,8,,,,
1932,de niro be,8,,,,
1933,jump scares into,8,,,,
1934,seemed like it,8,,,,
1935,too bad the,8,valid,negative,,
1936,at all in,8,,,,
1937,the people who,8,,,,
1938,theres really not,8,,,,
1939,than that but,8,,,,
1940,it worth watching,8,valid,between,,
1941,of the minions,8,,,,
1942,most horror movies,8,,,,
1943,what kind of,8,,,,
1944,most horror films,8,,,,
1945,tell you the,8,,,,
1946,it feels like,8,,,,
1947,by bradley cooper,8,,,,
1948,and so is,8,,,,
1949,a few short,8,,,,
1950,a rated r,8,,,,
1951,half the movie,8,,,,
1952,has gone missing,8,,,,
1953,in the night,8,,,,
1954,it provides a,8,,,,
1955,be had in,8,,,,
1956,the director cant,8,valid,negative,,
1957,of movie but,8,,,,
1958,the movie not,8,,,,
1959,see it again,8,,,,
1960,the difference between,8,,,,
1961,can be made,8,,,,
1962,whole time and,8,,,,
1963,jump scares  ,8,,,,
1964,in theaters i,8,,,,
1965,what happens next,8,,,,
1966,want to experience,8,,,,
1967,that level of,8,,,,
1968,but this one,8,,,,
1969,so natalie dormer,8,,,,
1970,of the good,8,,,,
1971,everything else is,8,,,,
1972,the forest has,8,,,,
1973,i laughed a,8,,,,
1974,will get a,8,,,,
1975,then go and,8,,,,
1976,not enough of,8,valid,negative,,
1977,overall this is,8,,,,
1978,looking for her,8,,,,
1979,so there is,8,,,,
1980,as a matinee,8,,,,
1981,efron is his,8,,,,
1982,in fact at,8,,,,
1983,you can see,8,,,,
1984,ray when it,8,,,,
1985,others around him,8,,,,
1986,as a movie,8,,,,
1987,how the movie,8,,,,
1988,on this film,8,,,,
1989,upon entering aokigahara,8,,,,
1990,is the forest,8,,,,
1991,cooper is very,8,,,,
1992,to gain the,8,,,,
1993,from the walking,8,,,,
1994,this movie well,8,,,,
1995,her sister jess,8,,,,
1996,you need to,8,,,,
1997,but besides that,8,,,,
1998,is the actor,8,,,,
1999,review i have,8,,,,
2000,real estate developer,8,,,,
2001,there are no,8,valid,negative,,
2002,at least once,8,,,,
2003,the wrong way,8,,,,
2004,the right amount,8,,,,
2005,the role and,8,,,,
2006,will ferrell fan,8,,,,
2007,this movie if,8,,,,
2008,and i dont,8,,,,
2009,come up with,8,,,,
2010,was a great,8,valid,positive,,
2011,ended up being,8,,,,
2012,some sight gags,8,,,,
2013,to do on,8,,,,
2014,on top but,8,,,,
2015,the boy was,8,,,,
2016,live up to,8,,,,
2017,in order for,8,,,,
